date,max,min,sum
2008-01-01,3358,2433,69028
2008-01-02,3479,2349,70410
2008-01-03,3593,2392,72254
2008-01-04,4037,2415,79576
2008-01-05,4120,2526,82950
2008-01-06,4000,2626,79664
2008-01-07,4843,2629,95284
2008-01-08,4690,2905,94980
2008-01-09,4693,2874,94899
2008-01-10,4796,2951,96501
2008-01-11,4777,2989,96811
2008-01-12,4586,2857,93524
2008-01-13,4409,2818,87627
2008-01-14,4756,2851,94656
2008-01-15,5135,3000,102328
2008-01-16,4995,3054,100723
2008-01-17,5277,3073,103623
2008-01-18,5278,3151,107030
2008-01-19,4666,3157,97419
2008-01-20,4451,2968,90095
2008-01-21,5300,2854,103722
2008-01-22,5224,3130,104962
2008-01-23,5502,3096,109861
2008-01-24,5247,3125,104276
2008-01-25,5196,3233,105717
2008-01-26,4661,3193,97475
2008-01-27,4489,2997,90041
2008-01-28,5221,2978,103912
2008-01-29,5262,3104,105936
2008-01-30,4830,3111,99333
2008-01-31,5043,3052,100950
2008-02-01,4986,3146,101748
2008-02-02,4541,3090,95150
2008-02-03,4770,2924,95517
2008-02-04,5048,2993,101995
2008-02-05,4983,3175,102419
2008-02-06,5407,3133,108206
2008-02-07,5079,3226,103767
2008-02-08,5018,3203,103265
2008-02-09,4845,3176,100785
2008-02-10,4259,2935,87013
2008-02-11,4500,2840,89933
2008-02-12,5112,2907,102427
2008-02-13,5250,3171,105122
2008-02-14,5043,3255,103760
2008-02-15,4883,3175,101311
2008-02-16,4542,3120,94406
2008-02-17,4521,2955,89382
2008-02-18,5007,2966,100815
2008-02-19,4965,3174,102116
2008-02-20,4767,3167,99096
2008-02-21,4723,3049,97122
2008-02-22,4569,3037,94582
2008-02-23,4349,2909,87752
2008-02-24,4429,2913,88038
2008-02-25,4957,2942,99574
2008-02-26,4884,3050,99216
2008-02-27,4876,2971,98334
2008-02-28,4784,3093,98270
2008-02-29,4544,3052,94813
2008-03-01,4194,2935,86382
2008-03-02,4036,2779,81195
2008-03-03,4569,2733,92168
2008-03-04,4646,2922,94334
2008-03-05,4775,2962,97312
2008-03-06,4717,3062,96781
2008-03-07,4642,3004,95133
2008-03-08,4064,2974,85669
2008-03-09,3841,2772,78474
2008-03-10,4667,2636,93109
2008-03-11,4250,2902,89197
2008-03-12,4517,2793,90353
2008-03-13,4389,2856,89940
2008-03-14,4397,2788,90489
2008-03-15,3742,2698,78167
2008-03-16,3577,2505,72066
2008-03-17,4203,2494,83197
2008-03-18,4167,2695,84897
2008-03-19,4308,2701,87950
2008-03-20,4360,2740,87886
2008-03-21,4433,2782,90376
2008-03-22,3768,2738,79448
2008-03-23,3612,2557,72819
2008-03-24,4470,2481,89147
2008-03-25,4150,2781,86285
2008-03-26,4038,2696,84061
2008-03-27,4125,2702,84917
2008-03-28,4126,2697,84894
2008-03-29,3757,2690,78114
2008-03-30,3860,2516,75868
2008-03-31,4617,2537,90239
2008-04-01,4254,2803,88289
2008-04-02,4165,2774,86452
2008-04-03,4070,2747,84973
2008-04-04,4017,2732,84028
2008-04-05,3661,2681,76591
2008-04-06,3515,2490,70862
2008-04-07,4193,2471,83872
2008-04-08,4373,2707,89867
2008-04-09,4116,2741,85503
2008-04-10,4462,2716,90590
2008-04-11,4034,2752,85027
2008-04-12,3637,2655,76489
2008-04-13,3815,2463,75501
2008-04-14,4182,2516,84468
2008-04-15,4006,2726,83821
2008-04-16,4027,2703,83753
2008-04-17,4168,2678,85013
2008-04-18,4211,2710,87243
2008-04-19,3731,2650,77946
2008-04-20,3547,2428,71524
2008-04-21,3975,2452,81133
2008-04-22,3980,2643,82936
2008-04-23,4002,2667,82898
2008-04-24,4067,2654,84135
2008-04-25,3894,2628,82088
2008-04-26,3744,2562,77242
2008-04-27,3469,2421,70401
2008-04-28,3686,2384,76358
2008-04-29,3564,2430,72916
2008-04-30,3855,2395,78541
2008-05-01,3794,2407,77750
2008-05-02,3764,2386,77004
2008-05-03,3305,2286,67651
2008-05-04,3252,2165,65026
2008-05-05,3320,2172,66472
2008-05-06,3460,2194,68878
2008-05-07,4019,2342,79919
2008-05-08,3990,2545,81957
2008-05-09,3999,2601,82416
2008-05-10,3735,2550,78071
2008-05-11,3544,2406,71933
2008-05-12,4082,2408,81888
2008-05-13,4178,2640,86428
2008-05-14,4248,2637,85704
2008-05-15,3918,2616,82382
2008-05-16,3980,2584,82170
2008-05-17,3584,2512,75325
2008-05-18,3444,2319,69347
2008-05-19,4015,2390,81295
2008-05-20,4115,2634,84300
2008-05-21,4033,2582,82844
2008-05-22,4209,2599,84827
2008-05-23,4445,2648,87503
2008-05-24,3716,2561,78310
2008-05-25,3625,2414,72676
2008-05-26,4368,2427,85198
2008-05-27,4292,2603,85720
2008-05-28,4225,2616,85074
2008-05-29,4085,2622,83877
2008-05-30,3994,2581,82664
2008-05-31,3657,2533,77182
2008-06-01,3452,2342,69579
2008-06-02,3981,2374,80584
2008-06-03,4067,2606,83710
2008-06-04,3948,2605,82414
2008-06-05,4058,2604,83641
2008-06-06,4276,2637,85780
2008-06-07,3712,2571,78424
2008-06-08,3607,2410,72624
2008-06-09,4212,2470,84680
2008-06-10,4350,2620,87068
2008-06-11,4373,2693,88092
2008-06-12,4153,2735,85565
2008-06-13,4350,2613,86422
2008-06-14,3791,2600,79233
2008-06-15,3561,2373,72283
2008-06-16,4384,2445,85723
2008-06-17,4377,2697,87915
2008-06-18,4397,2685,87917
2008-06-19,4484,2738,89787
2008-06-20,4507,2768,90523
2008-06-21,3997,2728,83938
2008-06-22,3716,2525,76609
2008-06-23,4252,2492,85396
2008-06-24,4525,2680,89829
2008-06-25,4331,2718,87720
2008-06-26,4136,2678,84833
2008-06-27,4263,2626,85944
2008-06-28,3795,2599,80061
2008-06-29,3632,2467,74395
2008-06-30,4160,2467,83485
2008-07-01,4290,2628,86160
2008-07-02,4502,2690,89459
2008-07-03,4519,2720,90322
2008-07-04,5033,2795,96666
2008-07-05,4539,2770,91198
2008-07-06,4245,2660,86043
2008-07-07,4739,2719,93846
2008-07-08,4735,2801,94020
2008-07-09,4582,2779,91469
2008-07-10,4589,2763,91874
2008-07-11,4884,2772,95391
2008-07-12,4576,2751,90781
2008-07-13,4392,2650,88061
2008-07-14,5361,2749,102697
2008-07-15,5311,2974,102642
2008-07-16,5422,2921,103808
2008-07-17,5515,3010,106437
2008-07-18,5457,3089,106456
2008-07-19,4819,2929,96218
2008-07-20,4298,2712,87960
2008-07-21,4512,2683,90262
2008-07-22,5564,2866,106062
2008-07-23,5713,3070,109874
2008-07-24,5847,3129,112133
2008-07-25,6008,3162,112987
2008-07-26,4778,3012,96797
2008-07-27,4468,2794,90015
2008-07-28,5263,2699,101273
2008-07-29,5375,2909,103943
2008-07-30,5192,2895,100128
2008-07-31,5147,2834,99088
2008-08-01,5308,2902,101699
2008-08-02,4816,2894,96379
2008-08-03,4859,2840,96845
2008-08-04,6025,2970,112647
2008-08-05,5574,3171,107922
2008-08-06,5660,3056,109449
2008-08-07,5991,3110,114162
2008-08-08,6089,3198,115761
2008-08-09,5105,3117,98910
2008-08-10,4231,2692,85075
2008-08-11,5151,2689,98374
2008-08-12,5022,2848,97911
2008-08-13,4821,2803,96068
2008-08-14,4762,2729,94434
2008-08-15,4862,2702,96311
2008-08-16,4552,2720,90747
2008-08-17,3618,2553,75664
2008-08-18,4725,2394,89895
2008-08-19,5401,2765,101190
2008-08-20,5361,2826,101746
2008-08-21,5150,2786,97226
2008-08-22,4399,2676,87432
2008-08-23,3636,2611,77120
2008-08-24,3724,2451,74634
2008-08-25,4398,2517,86910
2008-08-26,4343,2698,87646
2008-08-27,4633,2661,91092
2008-08-28,4823,2777,95392
2008-08-29,5030,2786,96993
2008-08-30,4175,2792,86554
2008-08-31,4205,2593,82957
2008-09-01,5076,2617,97409
2008-09-02,5372,2914,103952
2008-09-03,5496,2987,106182
2008-09-04,5227,2990,102442
2008-09-05,5173,2928,100790
2008-09-06,4478,2871,91242
2008-09-07,4275,2695,86212
2008-09-08,5189,2667,98215
2008-09-09,4844,2780,94190
2008-09-10,4695,2761,92194
2008-09-11,4506,2737,90492
2008-09-12,5058,2754,96529
2008-09-13,4345,2770,88375
2008-09-14,4092,2618,81216
2008-09-15,4182,2575,82834
2008-09-16,4540,2702,90597
2008-09-17,4808,2757,94027
2008-09-18,4582,2846,92295
2008-09-19,4584,2788,91938
2008-09-20,4144,2742,84915
2008-09-21,3865,2549,77082
2008-09-22,4217,2540,84486
2008-09-23,4183,2625,82943
2008-09-24,4407,2669,88125
2008-09-25,4491,2695,89756
2008-09-26,4651,2786,91283
2008-09-27,3650,2591,75648
2008-09-28,3505,2380,69952
2008-09-29,4084,2396,80498
2008-09-30,4084,2559,82045
2008-10-01,4075,2610,83149
2008-10-02,4072,2592,82586
2008-10-03,4055,2596,82552
2008-10-04,3712,2577,75917
2008-10-05,3615,2400,71360
2008-10-06,4144,2445,82204
2008-10-07,4275,2643,85061
2008-10-08,4171,2694,84928
2008-10-09,4228,2651,84825
2008-10-10,4268,2655,85334
2008-10-11,3726,2631,76946
2008-10-12,3446,2378,68815
2008-10-13,3671,2356,72313
2008-10-14,4199,2471,82117
2008-10-15,4179,2618,83394
2008-10-16,4168,2619,83206
2008-10-17,4149,2636,83058
2008-10-18,3706,2598,76098
2008-10-19,3561,2422,70635
2008-10-20,4166,2434,81370
2008-10-21,4174,2610,83061
2008-10-22,4193,2617,83019
2008-10-23,4260,2631,84448
2008-10-24,4313,2650,85826
2008-10-25,3744,2598,76609
2008-10-26,3561,2432,71515
2008-10-27,4133,2412,80312
2008-10-28,4129,2597,81968
2008-10-29,4105,2610,81739
2008-10-30,4108,2587,81656
2008-10-31,4127,2615,82421
2008-11-01,3636,2572,74737
2008-11-02,3492,2424,69915
2008-11-03,3837,2400,75569
2008-11-04,4120,2537,81343
2008-11-05,4173,2620,83194
2008-11-06,4203,2638,83476
2008-11-07,4130,2626,83225
2008-11-08,3886,2584,79075
2008-11-09,3829,2468,76023
2008-11-10,4387,2509,85543
2008-11-11,4481,2706,88872
2008-11-12,4489,2712,89350
2008-11-13,4226,2690,84873
2008-11-14,4184,2682,84629
2008-11-15,3823,2646,78029
2008-11-16,3694,2461,74069
2008-11-17,4194,2489,82127
2008-11-18,4233,2649,84101
2008-11-19,4396,2702,86785
2008-11-20,4506,2785,89629
2008-11-21,4397,2798,88930
2008-11-22,3977,2721,81006
2008-11-23,3675,2569,74420
2008-11-24,4280,2507,83090
2008-11-25,4507,2690,88991
2008-11-26,4444,2727,88411
2008-11-27,4753,2752,94618
2008-11-28,4454,2757,90978
2008-11-29,3962,2738,81490
2008-11-30,3851,2546,75542
2008-12-01,4530,2610,88738
2008-12-02,4684,2764,93712
2008-12-03,4409,2810,89382
2008-12-04,4452,2781,89467
2008-12-05,4405,2750,88386
2008-12-06,4047,2705,81977
2008-12-07,4100,2691,80591
2008-12-08,4709,2704,93233
2008-12-09,4790,2867,95710
2008-12-10,4361,2771,88294
2008-12-11,4364,2719,87639
2008-12-12,4306,2751,87084
2008-12-13,3909,2680,80319
2008-12-14,4154,2553,82429
2008-12-15,4748,2732,93706
2008-12-16,4669,2927,94421
2008-12-17,4830,2819,96321
2008-12-18,4452,2807,90125
2008-12-19,4508,2787,90834
2008-12-20,3938,2792,82568
2008-12-21,3742,2620,76108
2008-12-22,4487,2496,86126
2008-12-23,4324,2780,87320
2008-12-24,4658,2820,94168
2008-12-25,4336,2781,89118
2008-12-26,4579,2701,90743
2008-12-27,4133,2733,84765
2008-12-28,3838,2595,76828
2008-12-29,3767,2456,76027
2008-12-30,3553,2400,71474
2008-12-31,3549,2297,69840
2009-01-01,3261,2359,66886
2009-01-02,3370,2263,67757
2009-01-03,3514,2288,69622
2009-01-04,3734,2302,72497
2009-01-05,4286,2410,84697
2009-01-06,4461,2598,88913
2009-01-07,4638,2699,92778
2009-01-08,4681,2783,93930
2009-01-09,5029,2807,100048
2009-01-10,4299,2831,87199
2009-01-11,4161,2777,83126
2009-01-12,4433,2712,87229
2009-01-13,4867,2848,97439
2009-01-14,4787,2936,97433
2009-01-15,4981,2911,99193
2009-01-16,4800,3015,98453
2009-01-17,4188,2904,87014
2009-01-18,4229,2699,84242
2009-01-19,4481,2642,90267
2009-01-20,4804,2807,96796
2009-01-21,4783,2834,97099
2009-01-22,4916,2830,98999
2009-01-23,4591,2828,91334
2009-01-24,4266,2664,85292
2009-01-25,4112,2722,81557
2009-01-26,4676,2751,94468
2009-01-27,4599,2851,94161
2009-01-28,4662,2801,94646
2009-01-29,4608,2782,93378
2009-01-30,4532,2700,91809
2009-01-31,4085,2663,84132
2009-02-01,4075,2578,78596
2009-02-02,4596,2701,92678
2009-02-03,4508,2834,91884
2009-02-04,4552,2749,93088
2009-02-05,4560,2795,93004
2009-02-06,4428,2786,90263
2009-02-07,3987,2772,82278
2009-02-08,4063,2616,78747
2009-02-09,4707,2674,94673
2009-02-10,4402,2806,90563
2009-02-11,4324,2772,87867
2009-02-12,4352,2755,89390
2009-02-13,4388,2712,88397
2009-02-14,3456,2499,71925
2009-02-15,3600,2407,70857
2009-02-16,4255,2439,83692
2009-02-17,4522,2799,92480
2009-02-18,4449,2863,91999
2009-02-19,4529,2810,92489
2009-02-20,4779,2779,93033
2009-02-21,4020,2726,81642
2009-02-22,3887,2694,78259
2009-02-23,4636,2533,92485
2009-02-24,4757,2757,96088
2009-02-25,4712,2752,92876
2009-02-26,4627,2655,93431
2009-02-27,4861,2760,98034
2009-02-28,3984,2717,82245
2009-03-01,3973,2538,78852
2009-03-02,4509,2589,89100
2009-03-03,4854,2812,98199
2009-03-04,4717,2891,96184
2009-03-05,4391,2787,90204
2009-03-06,4655,2708,93454
2009-03-07,3731,2654,77134
2009-03-08,3947,2512,78104
2009-03-09,4358,2552,87442
2009-03-10,4128,2630,85181
2009-03-11,4353,2716,89561
2009-03-12,4316,2769,89206
2009-03-13,4229,2729,87681
2009-03-14,3817,2558,78423
2009-03-15,3696,2575,74153
2009-03-16,3997,2537,82062
2009-03-17,3936,2564,81455
2009-03-18,3833,2577,80186
2009-03-19,3744,2497,77790
2009-03-20,3537,2420,72498
2009-03-21,3542,2437,71377
2009-03-22,3504,2328,69736
2009-03-23,3969,2317,78098
2009-03-24,4099,2520,83975
2009-03-25,4307,2534,87146
2009-03-26,4194,2593,85986
2009-03-27,4103,2646,84695
2009-03-28,3874,2618,79411
2009-03-29,3729,2529,73885
2009-03-30,4004,2479,81807
2009-03-31,3949,2534,81686
2009-04-01,4105,2515,84460
2009-04-02,4115,2623,84684
2009-04-03,3844,2665,81198
2009-04-04,3583,2544,73493
2009-04-05,3426,2373,68697
2009-04-06,3745,2412,77031
2009-04-07,3729,2525,77864
2009-04-08,3718,2496,77669
2009-04-09,3724,2490,77558
2009-04-10,3652,2466,76360
2009-04-11,3399,2421,70469
2009-04-12,3360,2297,66884
2009-04-13,3703,2313,75356
2009-04-14,3821,2435,78123
2009-04-15,3733,2438,77241
2009-04-16,3757,2436,77396
2009-04-17,3816,2455,78513
2009-04-18,3426,2428,70769
2009-04-19,3340,2274,66280
2009-04-20,3744,2301,75623
2009-04-21,3873,2429,79075
2009-04-22,3782,2450,77878
2009-04-23,3685,2410,76707
2009-04-24,3735,2459,76881
2009-04-25,3704,2426,75676
2009-04-26,3322,2299,66712
2009-04-27,3652,2282,74000
2009-04-28,3580,2389,74595
2009-04-29,3402,2331,68822
2009-04-30,3556,2283,72877
2009-05-01,3500,2274,72021
2009-05-02,3264,2149,66183
2009-05-03,3084,2063,61584
2009-05-04,3130,2048,62185
2009-05-05,3196,2082,63482
2009-05-06,3380,2113,66967
2009-05-07,3684,2212,74880
2009-05-08,3729,2354,76598
2009-05-09,3448,2315,71377
2009-05-10,3449,2216,68287
2009-05-11,3892,2287,77860
2009-05-12,3999,2460,80622
2009-05-13,4001,2486,80269
2009-05-14,3844,2396,77677
2009-05-15,3684,2396,76191
2009-05-16,3391,2350,70402
2009-05-17,3372,2230,67350
2009-05-18,3943,2279,78090
2009-05-19,3936,2440,79738
2009-05-20,4142,2438,81206
2009-05-21,4155,2432,81803
2009-05-22,3985,2484,80439
2009-05-23,3582,2420,74529
2009-05-24,3379,2291,68170
2009-05-25,3851,2282,77022
2009-05-26,4032,2438,80074
2009-05-27,3987,2440,79959
2009-05-28,3884,2444,79185
2009-05-29,3784,2432,77652
2009-05-30,3456,2375,71636
2009-05-31,3386,2250,68287
2009-06-01,3772,2275,76156
2009-06-02,3932,2404,79218
2009-06-03,3912,2457,79686
2009-06-04,3943,2447,80004
2009-06-05,3908,2492,79870
2009-06-06,3531,2439,73234
2009-06-07,3447,2247,69444
2009-06-08,3831,2330,77720
2009-06-09,3968,2447,80467
2009-06-10,4072,2475,81703
2009-06-11,4030,2486,81665
2009-06-12,4056,2460,81110
2009-06-13,3654,2427,75071
2009-06-14,3442,2311,70040
2009-06-15,3959,2343,79459
2009-06-16,3968,2491,80528
2009-06-17,4001,2476,80667
2009-06-18,3987,2502,81116
2009-06-19,4098,2504,81683
2009-06-20,3668,2435,75750
2009-06-21,3632,2388,72968
2009-06-22,4199,2425,83786
2009-06-23,4639,2610,90152
2009-06-24,4345,2653,87259
2009-06-25,4438,2584,87500
2009-06-26,4652,2580,89362
2009-06-27,4140,2527,82709
2009-06-28,3576,2409,73852
2009-06-29,4517,2361,86522
2009-06-30,4198,2572,85130
2009-07-01,4278,2579,85831
2009-07-02,4232,2564,84379
2009-07-03,4175,2535,84076
2009-07-04,3719,2508,77276
2009-07-05,3612,2352,72911
2009-07-06,4291,2426,84680
2009-07-07,4791,2594,92077
2009-07-08,4598,2684,91306
2009-07-09,4791,2690,94357
2009-07-10,4751,2745,93655
2009-07-11,3667,2582,78078
2009-07-12,3868,2428,76411
2009-07-13,5019,2503,94725
2009-07-14,4940,2717,95413
2009-07-15,5301,2759,101101
2009-07-16,5411,2828,102869
2009-07-17,4672,2823,93931
2009-07-18,4200,2707,86683
2009-07-19,4310,2591,85304
2009-07-20,4107,2580,84603
2009-07-21,4346,2607,86866
2009-07-22,4433,2642,88787
2009-07-23,4665,2676,91052
2009-07-24,4687,2707,92446
2009-07-25,4298,2648,87078
2009-07-26,4392,2590,88243
2009-07-27,5102,2661,95512
2009-07-28,4784,2729,94071
2009-07-29,5104,2756,98436
2009-07-30,5450,2811,101541
2009-07-31,4377,2680,87848
2009-08-01,3826,2548,79341
2009-08-02,3792,2455,76021
2009-08-03,4847,2506,92063
2009-08-04,4880,2700,94943
2009-08-05,5094,2770,98239
2009-08-06,5039,2828,98757
2009-08-07,5292,2849,100886
2009-08-08,4258,2757,87878
2009-08-09,4264,2617,85300
2009-08-10,4573,2692,92166
2009-08-11,4528,2719,90002
2009-08-12,4349,2545,85936
2009-08-13,4595,2549,88439
2009-08-14,4199,2689,86191
2009-08-15,3910,2435,79294
2009-08-16,4042,2366,79458
2009-08-17,4858,2464,91265
2009-08-18,4861,2686,93953
2009-08-19,4887,2724,94723
2009-08-20,5064,2698,96671
2009-08-21,5089,2778,98494
2009-08-22,4562,2807,91731
2009-08-23,4071,2547,81808
2009-08-24,4762,2529,90612
2009-08-25,4465,2590,87649
2009-08-26,4405,2582,86887
2009-08-27,4664,2549,89672
2009-08-28,4979,2636,94169
2009-08-29,4428,2618,87872
2009-08-30,3650,2574,75797
2009-08-31,3981,2418,79935
2009-09-01,4699,2549,89912
2009-09-02,4118,2603,83662
2009-09-03,4105,2557,83201
2009-09-04,4164,2577,83755
2009-09-05,3816,2508,77979
2009-09-06,3763,2410,75053
2009-09-07,4638,2463,88501
2009-09-08,4718,2685,90691
2009-09-09,4195,2628,85089
2009-09-10,4256,2548,84770
2009-09-11,4167,2566,83948
2009-09-12,3598,2571,75258
2009-09-13,3692,2389,72211
2009-09-14,4162,2378,82056
2009-09-15,4115,2570,83072
2009-09-16,4290,2571,84979
2009-09-17,4189,2557,83755
2009-09-18,3996,2535,81293
2009-09-19,3535,2494,73027
2009-09-20,3459,2303,68869
2009-09-21,3577,2298,70701
2009-09-22,3706,2392,73720
2009-09-23,3819,2426,75809
2009-09-24,4229,2456,83407
2009-09-25,4310,2533,84520
2009-09-26,3766,2507,76989
2009-09-27,3574,2389,70478
2009-09-28,4140,2355,81680
2009-09-29,4205,2578,84188
2009-09-30,4009,2551,81314
2009-10-01,4023,2493,81085
2009-10-02,4142,2541,82571
2009-10-03,3695,2549,75893
2009-10-04,3601,2366,70362
2009-10-05,4064,2375,79748
2009-10-06,4058,2536,81505
2009-10-07,4053,2536,81431
2009-10-08,4003,2568,81389
2009-10-09,3932,2516,79283
2009-10-10,3554,2492,72557
2009-10-11,3394,2358,67629
2009-10-12,3603,2313,70596
2009-10-13,3982,2413,78735
2009-10-14,3979,2527,79490
2009-10-15,3966,2521,79241
2009-10-16,3928,2519,78876
2009-10-17,3623,2492,73626
2009-10-18,3471,2354,68502
2009-10-19,3973,2342,77534
2009-10-20,4050,2524,80254
2009-10-21,4019,2539,80078
2009-10-22,4014,2539,79589
2009-10-23,3941,2517,78749
2009-10-24,3607,2496,73365
2009-10-25,3520,2363,70170
2009-10-26,4144,2378,81327
2009-10-27,3975,2549,79615
2009-10-28,3975,2539,79377
2009-10-29,4031,2535,79829
2009-10-30,4005,2559,79822
2009-10-31,3635,2534,73814
2009-11-01,3508,2385,69288
2009-11-02,4068,2381,79430
2009-11-03,3949,2610,78394
2009-11-04,4140,2624,83183
2009-11-05,4245,2628,83978
2009-11-06,4066,2648,81998
2009-11-07,3663,2592,75391
2009-11-08,3521,2443,70072
2009-11-09,4079,2433,79413
2009-11-10,4111,2582,81160
2009-11-11,4163,2603,83553
2009-11-12,4274,2578,84132
2009-11-13,4328,2652,86350
2009-11-14,3744,2619,77677
2009-11-15,3505,2445,69968
2009-11-16,4181,2440,81610
2009-11-17,4536,2643,89052
2009-11-18,4359,2702,86837
2009-11-19,4731,2764,93396
2009-11-20,4401,2829,88461
2009-11-21,3870,2716,79374
2009-11-22,3984,2589,80053
2009-11-23,3970,2554,78861
2009-11-24,4465,2650,88030
2009-11-25,4270,2712,86400
2009-11-26,4219,2673,83986
2009-11-27,4186,2686,84034
2009-11-28,3820,2660,78155
2009-11-29,3836,2520,75230
2009-11-30,4480,2549,88060
2009-12-01,4380,2761,87392
2009-12-02,4341,2813,87602
2009-12-03,4644,2759,92500
2009-12-04,4346,2770,87015
2009-12-05,4166,2733,84094
2009-12-06,3757,2608,75328
2009-12-07,4549,2589,88082
2009-12-08,4567,2851,90784
2009-12-09,4607,2803,91999
2009-12-10,4496,2767,88803
2009-12-11,4792,2799,94702
2009-12-12,3777,2777,79602
2009-12-13,3891,2577,77209
2009-12-14,4612,2598,90019
2009-12-15,4726,2854,94147
2009-12-16,4864,2912,97493
2009-12-17,4787,2929,95443
2009-12-18,4844,2946,96413
2009-12-19,4352,2977,89852
2009-12-20,4200,2872,84492
2009-12-21,4955,2795,96369
2009-12-22,4823,3060,98102
2009-12-23,4386,3036,90886
2009-12-24,4541,2895,92218
2009-12-25,4396,2814,89479
2009-12-26,3966,2714,83071
2009-12-27,3869,2619,77196
2009-12-28,3987,2495,80649
2009-12-29,3888,2525,78550
2009-12-30,3665,2439,73676
2009-12-31,3720,2364,72151
2010-01-01,3360,2471,69586
2010-01-02,3416,2350,69263
2010-01-03,3660,2380,72477
2010-01-04,4142,2452,81794
2010-01-05,4427,2564,87758
2010-01-06,4710,2797,94100
2010-01-07,4730,2926,95648
2010-01-08,4692,2939,94934
2010-01-09,4241,2942,87710
2010-01-10,4049,2807,81688
2010-01-11,4547,2736,90372
2010-01-12,5240,2909,103162
2010-01-13,5035,3002,100333
2010-01-14,5103,3125,102544
2010-01-15,4958,3170,101468
2010-01-16,4575,3087,93835
2010-01-17,4372,2960,87424
2010-01-18,4953,2903,99153
2010-01-19,4673,3071,96575
2010-01-20,4462,2953,92166
2010-01-21,4490,2781,90288
2010-01-22,4680,2938,94878
2010-01-23,4210,2967,87515
2010-01-24,4133,2836,82577
2010-01-25,4588,2803,93350
2010-01-26,4764,2934,95753
2010-01-27,4640,3054,96214
2010-01-28,4492,2904,92875
2010-01-29,4518,2861,91605
2010-01-30,3992,2869,83285
2010-01-31,3913,2688,78375
2010-02-01,5016,2688,96627
2010-02-02,5000,3087,102231
2010-02-03,4932,3083,100662
2010-02-04,5009,3134,102380
2010-02-05,4793,3161,99550
2010-02-06,4558,3062,92963
2010-02-07,4320,2945,86376
2010-02-08,4751,2874,96442
2010-02-09,4415,2975,90728
2010-02-10,4727,2790,93690
2010-02-11,4771,2878,95347
2010-02-12,5087,3005,103001
2010-02-13,4702,2977,97057
2010-02-14,4333,2942,86984
2010-02-15,5128,2823,101190
2010-02-16,5181,2997,104146
2010-02-17,5156,3121,105189
2010-02-18,5199,3117,104068
2010-02-19,4834,3132,100342
2010-02-20,4173,3047,87934
2010-02-21,4234,2817,83762
2010-02-22,4718,2776,95416
2010-02-23,4522,2950,91886
2010-02-24,4203,2827,87581
2010-02-25,4109,2776,85432
2010-02-26,4088,2671,83998
2010-02-27,3810,2617,78104
2010-02-28,3993,2559,79957
2010-03-01,4392,2634,88552
2010-03-02,4835,2817,96701
2010-03-03,4364,2903,90718
2010-03-04,4648,2824,93890
2010-03-05,4013,2848,85214
2010-03-06,3866,2653,80072
2010-03-07,4261,2586,82748
2010-03-08,4691,2734,93906
2010-03-09,5171,2916,102633
2010-03-10,4781,3096,99317
2010-03-11,4495,2993,92981
2010-03-12,4300,2941,89935
2010-03-13,3673,2775,77620
2010-03-14,3685,2577,73288
2010-03-15,4133,2572,84198
2010-03-16,3999,2675,82280
2010-03-17,4252,2731,86608
2010-03-18,4267,2776,86867
2010-03-19,4207,2804,86963
2010-03-20,3584,2751,76327
2010-03-21,3515,2440,69965
2010-03-22,3860,2553,76447
2010-03-23,4170,2618,84515
2010-03-24,4664,2713,92750
2010-03-25,4816,2915,97613
2010-03-26,4357,2884,90995
2010-03-27,3997,2855,82873
2010-03-28,4155,2631,81269
2010-03-29,4705,2722,94527
2010-03-30,4463,3024,93492
2010-03-31,4279,2904,90121
2010-04-01,4045,2779,84845
2010-04-02,4080,2619,83585
2010-04-03,3704,2669,77317
2010-04-04,3866,2572,76523
2010-04-05,4468,2577,89536
2010-04-06,3940,2706,82652
2010-04-07,4335,2630,86813
2010-04-08,4213,2779,86321
2010-04-09,4079,2773,85402
2010-04-10,3570,2697,75646
2010-04-11,3487,2438,70103
2010-04-12,4523,2444,88205
2010-04-13,3896,2742,82384
2010-04-14,3976,2618,81540
2010-04-15,4544,2718,91790
2010-04-16,4734,2839,96403
2010-04-17,4284,2988,87407
2010-04-18,3659,2653,74154
2010-04-19,3950,2547,81076
2010-04-20,4081,2643,83339
2010-04-21,3875,2655,81078
2010-04-22,4495,2633,89266
2010-04-23,4364,2771,90566
2010-04-24,3790,2744,78673
2010-04-25,3565,2560,71917
2010-04-26,3889,2506,79593
2010-04-27,4170,2609,84469
2010-04-28,4072,2644,83522
2010-04-29,3503,2477,72533
2010-04-30,3644,2439,74882
2010-05-01,3299,2334,67882
2010-05-02,3174,2194,63577
2010-05-03,3170,2162,63447
2010-05-04,3233,2142,64348
2010-05-05,3395,2161,67024
2010-05-06,3922,2278,77585
2010-05-07,3883,2475,79496
2010-05-08,3509,2434,73655
2010-05-09,3365,2281,67736
2010-05-10,3820,2314,77346
2010-05-11,3911,2535,80675
2010-05-12,3795,2562,79229
2010-05-13,3785,2511,78710
2010-05-14,3787,2531,78831
2010-05-15,3475,2471,72259
2010-05-16,3379,2305,67429
2010-05-17,3925,2360,78892
2010-05-18,3997,2526,81189
2010-05-19,3925,2542,81044
2010-05-20,4029,2557,82577
2010-05-21,4205,2565,83859
2010-05-22,3635,2491,76227
2010-05-23,3444,2358,70107
